cod,sigla,valor,periodo,ano
5204508,Caldas Novas,7,1991-01-15,1991
5204409,Caiapônia,2,1991-01-15,1991
5204300,Caçu,3,1991-01-15,1991
5204250,Cachoeira Dourada,1,1991-01-15,1991
5204201,Cachoeira de Goiás,0,1991-01-15,1991
5204102,Cachoeira Alta,3,1991-01-15,1991
5204003,Cabeceiras,2,1991-01-15,1991
5203906,Buriti Alegre,0,1991-01-15,1991
5203807,Britânia,0,1991-01-15,1991
5203609,Brazabrantes,0,1991-01-15,1991
5218789,Rio Quente,0,1991-01-15,1991
5203575,Bonópolis,0,1991-01-15,1991
5203559,Bonfinópolis,0,1991-01-15,1991
5203500,Bom Jesus de Goiás,4,1991-01-15,1991
5203401,Bom Jardim de Goiás,2,1991-01-15,1991
5203302,Bela Vista de Goiás,4,1991-01-15,1991
5203203,Barro Alto,0,1991-01-15,1991
5215231,Novo Gama,0,1991-01-15,1991
5203104,Baliza,0,1991-01-15,1991
5202809,Avelinópolis,0,1991-01-15,1991
5202601,Aurilândia,0,1991-01-15,1991
5202502,Aruanã,0,1991-01-15,1991
5202353,Arenópolis,1,1991-01-15,1991
5202155,Araguapaz,0,1991-01-15,1991
5201801,Aragoiânia,0,1991-01-15,1991
5201702,Aragarças,4,1991-01-15,1991
5201603,Araçu,0,1991-01-15,1991
5201504,Aporé,3,1991-01-15,1991
5201454,Aparecida do Rio Doce,0,1991-01-15,1991
5213806,Morrinhos,3,1991-01-15,1991
5201405,Aparecida de Goiânia,51,1991-01-15,1991
5201306,Anicuns,2,1991-01-15,1991
5201207,Anhanguera,0,1991-01-15,1991
5201108,Anápolis,54,1991-01-15,1991
5200902,Amorinópolis,1,1991-01-15,1991
5200852,Americano do Brasil,0,1991-01-15,1991
5200829,Amaralina,0,1991-01-15,1991
5200803,Alvorada do Norte,1,1991-01-15,1991
5200605,Alto Paraíso de Goiás,1,1991-01-15,1991
5200555,Alto Horizonte,0,1991-01-15,1991
5200506,Aloândia,0,1991-01-15,1991
5221858,Valparaíso de Goiás,0,1991-01-15,1991
5200308,Alexânia,3,1991-01-15,1991
5200258,Águas Lindas de Goiás,0,1991-01-15,1991
5200209,Água Limpa,0,1991-01-15,1991
5200175,Água Fria de Goiás,1,1991-01-15,1991
5200159,Adelândia,0,1991-01-15,1991
5200134,Acreúna,4,1991-01-15,1991
5200100,Abadiânia,1,1991-01-15,1991
5200050,Abadia de Goiás,0,1991-01-15,1991
5219357,Santa Isabel,0,1991-01-15,1991
5215256,Novo Planalto,0,1991-01-15,1991
5213855,Morro Agudo de Goiás,0,1991-01-15,1991
5221809,Urutaí,0,1991-01-15,1991
5213905,Mossâmedes,1,1991-01-15,1991
5221700,Uruana,3,1991-01-15,1991
5218508,Quirinópolis,13,1991-01-15,1991
5215306,Orizona,2,1991-01-15,1991
5213004,Maurilândia,2,1991-01-15,1991
5213400,Moiporá,0,1991-01-15,1991
5221601,Uruaçu,8,1991-01-15,1991
5214002,Mozarlândia,1,1991-01-15,1991
5219407,Santa Rita do Araguaia,1,1991-01-15,1991
5219100,Santa Bárbara de Goiás,2,1991-01-15,1991
5215405,Ouro Verde de Goiás,0,1991-01-15,1991
5218391,Professor Jamil,0,1991-01-15,1991
5213103,Mineiros,7,1991-01-15,1991
5221577,Uirapuru,0,1991-01-15,1991
5215504,Ouvidor,0,1991-01-15,1991
5214051,Mundo Novo,0,1991-01-15,1991
5219456,Santa Rita do Novo Destino,0,1991-01-15,1991
5221551,Turvelândia,0,1991-01-15,1991
5222203,Vila Boa,0,1991-01-15,1991
5214101,Mutunópolis,0,1991-01-15,1991
5215603,Padre Bernardo,3,1991-01-15,1991
5221502,Turvânia,0,1991-01-15,1991
5214408,Nazário,1,1991-01-15,1991
5212956,Matrinchã,0,1991-01-15,1991
5221452,Trombas,0,1991-01-15,1991
5218706,Rianápolis,0,1991-01-15,1991
5215652,Palestina de Goiás,0,1991-01-15,1991
5219506,Santa Rosa de Goiás,0,1991-01-15,1991
5214507,Nerópolis,4,1991-01-15,1991
5218300,Posse,2,1991-01-15,1991
5219001,Sanclerlândia,0,1991-01-15,1991
5221403,Trindade,12,1991-01-15,1991
5219209,Santa Cruz de Goiás,1,1991-01-15,1991
5214606,Niquelândia,6,1991-01-15,1991
5215702,Palmeiras de Goiás,3,1991-01-15,1991
5221304,Três Ranchos,0,1991-01-15,1991
5221197,Terezópolis de Goiás,0,1991-01-15,1991
5214879,Nova Iguaçu de Goiás,0,1991-01-15,1991
5214705,Nova América,0,1991-01-15,1991
5219258,Santa Fé de Goiás,0,1991-01-15,1991
5219605,Santa Tereza de Goiás,2,1991-01-15,1991
5212907,Marzagão,0,1991-01-15,1991
5215801,Palmelo,0,1991-01-15,1991
5221080,Teresina de Goiás,0,1991-01-15,1991
5218805,Rio Verde,28,1991-01-15,1991
5215900,Palminópolis,0,1991-01-15,1991
5218102,Portelândia,2,1991-01-15,1991
5221007,Taquaral de Goiás,0,1991-01-15,1991
5213509,Monte Alegre de Goiás,0,1991-01-15,1991
5216007,Panamá,0,1991-01-15,1991
5219704,Santa Terezinha de Goiás,5,1991-01-15,1991
5220702,Sítio d'Abadia,0,1991-01-15,1991
5214838,Nova Crixás,1,1991-01-15,1991
5216304,Paranaiguara,0,1991-01-15,1991
5220686,Simolândia,0,1991-01-15,1991
5212808,Mara Rosa,5,1991-01-15,1991
5222302,Vila Propício,0,1991-01-15,1991
5218052,Porteirão,0,1991-01-15,1991
5220603,Silvânia,4,1991-01-15,1991
5216403,Paraúna,0,1991-01-15,1991
5219712,Santo Antônio da Barra,0,1991-01-15,1991
5220504,Serranópolis,0,1991-01-15,1991
5218904,Rubiataba,0,1991-01-15,1991
5220454,Senador Canedo,5,1991-01-15,1991
5216452,Perolândia,0,1991-01-15,1991
5214804,Nova Aurora,0,1991-01-15,1991
5220405,São Simão,0,1991-01-15,1991
5212709,Mambaí,0,1991-01-15,1991
5219738,Santo Antônio de Goiás,0,1991-01-15,1991
5216809,Petrolina de Goiás,5,1991-01-15,1991
5218003,Porangatu,3,1991-01-15,1991
5220280,São Patrício,0,1991-01-15,1991
5216908,Pilar de Goiás,1,1991-01-15,1991
5212600,Mairipotaba,0,1991-01-15,1991
5212501,Luziânia,68,1991-01-15,1991
5212303,Leopoldo de Bulhões,1,1991-01-15,1991
5215009,Nova Veneza,0,1991-01-15,1991
5212253,Lagoa Santa,0,1991-01-15,1991
5212204,Jussara,4,1991-01-15,1991
5220264,São Miguel do Passa Quatro,0,1991-01-15,1991
5212105,Joviânia,1,1991-01-15,1991
5212055,Jesúpolis,0,1991-01-15,1991
5217104,Piracanjuba,6,1991-01-15,1991
5212006,Jaupaci,0,1991-01-15,1991
5211909,Jataí,9,1991-01-15,1991
5214903,Nova Roma,0,1991-01-15,1991
5219753,Santo Antônio do Descoberto,7,1991-01-15,1991
5220207,São Miguel do Araguaia,3,1991-01-15,1991
5211800,Jaraguá,9,1991-01-15,1991
5211701,Jandaia,2,1991-01-15,1991
5213707,Montes Claros de Goiás,1,1991-01-15,1991
5220157,São Luíz do Norte,0,1991-01-15,1991
5211602,Ivolândia,0,1991-01-15,1991
5204706,Campinorte,0,1992-01-15,1992
5204805,Campo Alegre de Goiás,1,1992-01-15,1992
5204854,Campo Limpo de Goiás,0,1992-01-15,1992
5211008,Itapirapuã,3,1992-01-15,1992
5204904,Campos Belos,4,1992-01-15,1992
5204953,Campos Verdes,2,1992-01-15,1992
5205000,Carmo do Rio Verde,3,1992-01-15,1992
5205059,Castelândia,0,1992-01-15,1992
5220108,São Luís de Montes Belos,2,1992-01-15,1992
5205109,Catalão,11,1992-01-15,1992
5213053,Mimoso de Goiás,3,1992-01-15,1992
5218904,Rubiataba,4,1992-01-15,1992
5205208,Caturaí,0,1992-01-15,1992
5205307,Cavalcante,1,1992-01-15,1992
5213772,Montividiu do Norte,0,1992-01-15,1992
5205406,Ceres,1,1992-01-15,1992
5205455,Cezarina,1,1992-01-15,1992
5218607,Rialma,2,1992-01-15,1992
5205471,Chapadão do Céu,0,1992-01-15,1992
5205497,Cidade Ocidental,0,1992-01-15,1992
5205513,Cocalzinho de Goiás,0,1992-01-15,1992
5220264,São Miguel do Passa Quatro,0,1992-01-15,1992
5205521,Colinas do Sul,0,1992-01-15,1992
5205703,Córrego do Ouro,0,1992-01-15,1992
5221577,Uirapuru,0,1992-01-15,1992
5205802,Corumbá de Goiás,4,1992-01-15,1992
5213087,Minaçu,4,1992-01-15,1992
5212204,Jussara,0,1992-01-15,1992
5205901,Corumbaíba,0,1992-01-15,1992
5214804,Nova Aurora,0,1992-01-15,1992
5206206,Cristalina,5,1992-01-15,1992
5206305,Cristianópolis,4,1992-01-15,1992
5212006,Jaupaci,0,1992-01-15,1992
5217104,Piracanjuba,4,1992-01-15,1992
5206404,Crixás,7,1992-01-15,1992
5211602,Ivolândia,0,1992-01-15,1992
5206503,Cromínia,2,1992-01-15,1992
5206602,Cumari,0,1992-01-15,1992
5221007,Taquaral de Goiás,0,1992-01-15,1992
5206701,Damianópolis,0,1992-01-15,1992
5220454,Senador Canedo,6,1992-01-15,1992
5206800,Damolândia,0,1992-01-15,1992
5219308,Santa Helena de Goiás,6,1992-01-15,1992
5206909,Davinópolis,1,1992-01-15,1992
5207105,Diorama,1,1992-01-15,1992
5215900,Palminópolis,0,1992-01-15,1992
5207253,Doverlândia,1,1992-01-15,1992
5213756,Montividiu,1,1992-01-15,1992
5215207,Novo Brasil,1,1992-01-15,1992
5207352,Edealina,0,1992-01-15,1992
5207402,Edéia,2,1992-01-15,1992
5207501,Estrela do Norte,1,1992-01-15,1992
5207535,Faina,3,1992-01-15,1992
5207600,Fazenda Nova,1,1992-01-15,1992
5216452,Perolândia,0,1992-01-15,1992
5207808,Firminópolis,4,1992-01-15,1992
5222005,Vianópolis,1,1992-01-15,1992
5207907,Flores de Goiás,4,1992-01-15,1992
5208004,Formosa,18,1992-01-15,1992
5208103,Formoso,3,1992-01-15,1992
5208152,Gameleira de Goiás,0,1992-01-15,1992
5208301,Divinópolis de Goiás,0,1992-01-15,1992
5208400,Goianápolis,0,1992-01-15,1992
5215009,Nova Veneza,0,1992-01-15,1992
5208509,Goiandira,2,1992-01-15,1992
5208608,Goianésia,10,1992-01-15,1992
5208707,Goiânia,173,1992-01-15,1992
5221809,Urutaí,0,1992-01-15,1992
5211206,Itapuranga,7,1992-01-15,1992
5208806,Goianira,4,1992-01-15,1992
5217302,Pirenópolis,9,1992-01-15,1992
5208905,Goiás,7,1992-01-15,1992
5209101,Goiatuba,8,1992-01-15,1992
5213855,Morro Agudo de Goiás,0,1992-01-15,1992
5209150,Gouvelândia,2,1992-01-15,1992
5209200,Guapó,2,1992-01-15,1992
5209291,Guaraíta,0,1992-01-15,1992
5209408,Guarani de Goiás,0,1992-01-15,1992
5209457,Guarinos,0,1992-01-15,1992
5209606,Heitoraí,0,1992-01-15,1992
5222054,Vicentinópolis,3,1992-01-15,1992
5209705,Hidrolândia,1,1992-01-15,1992
5215256,Novo Planalto,0,1992-01-15,1992
5209804,Hidrolina,0,1992-01-15,1992
5219258,Santa Fé de Goiás,0,1992-01-15,1992
5209903,Iaciara,4,1992-01-15,1992
5222203,Vila Boa,0,1992-01-15,1992
5219803,São Domingos,0,1992-01-15,1992
5219357,Santa Isabel,0,1992-01-15,1992
5212808,Mara Rosa,3,1992-01-15,1992
5209937,Inaciolândia,0,1992-01-15,1992
5218805,Rio Verde,27,1992-01-15,1992
5211909,Jataí,12,1992-01-15,1992
5212253,Lagoa Santa,0,1992-01-15,1992
5218102,Portelândia,0,1992-01-15,1992
5220686,Simolândia,0,1992-01-15,1992
5220405,São Simão,0,1992-01-15,1992
5212709,Mambaí,0,1992-01-15,1992
5216304,Paranaiguara,1,1992-01-15,1992
5210802,Itajá,1,1992-01-15,1992
5219605,Santa Tereza de Goiás,3,1992-01-15,1992
5209952,Indiara,2,1992-01-15,1992
5213004,Maurilândia,0,1992-01-15,1992
5219902,São Francisco de Goiás,1,1992-01-15,1992
5210000,Inhumas,5,1992-01-15,1992
5217401,Pires do Rio,4,1992-01-15,1992
5220009,São João d'Aliança,2,1992-01-15,1992
5216809,Petrolina de Goiás,5,1992-01-15,1992
5219738,Santo Antônio de Goiás,0,1992-01-15,1992
5219407,Santa Rita do Araguaia,2,1992-01-15,1992
5210109,Ipameri,3,1992-01-15,1992
5218003,Porangatu,5,1992-01-15,1992
5211305,Itarumã,1,1992-01-15,1992
5221080,Teresina de Goiás,0,1992-01-15,1992
5210158,Ipiranga de Goiás,0,1992-01-15,1992
5220207,São Miguel do Araguaia,1,1992-01-15,1992
5200050,Abadia de Goiás,0,1992-01-15,1992
5215652,Palestina de Goiás,1,1992-01-15,1992
5215306,Orizona,5,1992-01-15,1992
5200100,Abadiânia,2,1992-01-15,1992
5200134,Acreúna,1,1992-01-15,1992
5217609,Planaltina,18,1992-01-15,1992
5219506,Santa Rosa de Goiás,0,1992-01-15,1992
5218300,Posse,0,1992-01-15,1992
5211404,Itauçu,2,1992-01-15,1992
5214507,Nerópolis,4,1992-01-15,1992
5219001,Sanclerlândia,1,1992-01-15,1992
5200159,Adelândia,0,1992-01-15,1992
5212105,Joviânia,3,1992-01-15,1992
5220058,São João da Paraúna,0,1992-01-15,1992
5200175,Água Fria de Goiás,1,1992-01-15,1992
5210901,Itapaci,0,1992-01-15,1992
5210208,Iporá,4,1992-01-15,1992
5200209,Água Limpa,0,1992-01-15,1992
5215801,Palmelo,0,1992-01-15,1992
5221452,Trombas,0,1992-01-15,1992
5220280,São Patrício,0,1992-01-15,1992
5200258,Águas Lindas de Goiás,0,1992-01-15,1992
5200308,Alexânia,8,1992-01-15,1992
5200506,Aloândia,0,1992-01-15,1992
5221858,Valparaíso de Goiás,0,1992-01-15,1992
5218052,Porteirão,0,1992-01-15,1992
5200555,Alto Horizonte,0,1992-01-15,1992
5200605,Alto Paraíso de Goiás,0,1992-01-15,1992
5221403,Trindade,14,1992-01-15,1992
5200803,Alvorada do Norte,1,1992-01-15,1992
5213905,Mossâmedes,0,1992-01-15,1992
5214002,Mozarlândia,1,1992-01-15,1992
5200829,Amaralina,0,1992-01-15,1992
5216007,Panamá,1,1992-01-15,1992
5200852,Americano do Brasil,0,1992-01-15,1992
5200902,Amorinópolis,0,1992-01-15,1992
5211701,Jandaia,0,1992-01-15,1992
5201108,Anápolis,52,1992-01-15,1992
5201207,Anhanguera,0,1992-01-15,1992
5201306,Anicuns,0,1992-01-15,1992
5214861,Nova Glória,1,1992-01-15,1992
5213806,Morrinhos,9,1992-01-15,1992
5214408,Nazário,1,1992-01-15,1992
5221700,Uruana,2,1992-01-15,1992
5201405,Aparecida de Goiânia,47,1992-01-15,1992
5219209,Santa Cruz de Goiás,1,1992-01-15,1992
5212956,Matrinchã,0,1992-01-15,1992
5210562,Itaguari,0,1992-01-15,1992
5213509,Monte Alegre de Goiás,0,1992-01-15,1992
5201454,Aparecida do Rio Doce,0,1992-01-15,1992
5220603,Silvânia,1,1992-01-15,1992
5201504,Aporé,0,1992-01-15,1992
5210604,Itaguaru,1,1992-01-15,1992
5218706,Rianápolis,0,1992-01-15,1992
5211800,Jaraguá,5,1992-01-15,1992
5212303,Leopoldo de Bulhões,0,1992-01-15,1992
5218508,Quirinópolis,14,1992-01-15,1992
5201603,Araçu,0,1992-01-15,1992
5201702,Aragarças,1,1992-01-15,1992
5214903,Nova Roma,0,1992-01-15,1992
5201801,Aragoiânia,2,1992-01-15,1992
5215603,Padre Bernardo,5,1992-01-15,1992
5214606,Niquelândia,8,1992-01-15,1992
5202155,Araguapaz,3,1992-01-15,1992
5218789,Rio Quente,1,1992-01-15,1992
5221502,Turvânia,0,1992-01-15,1992
5202353,Arenópolis,0,1992-01-15,1992
5202502,Aruanã,1,1992-01-15,1992
5215702,Palmeiras de Goiás,2,1992-01-15,1992
5202601,Aurilândia,0,1992-01-15,1992
5219753,Santo Antônio do Descoberto,7,1992-01-15,1992
5214838,Nova Crixás,0,1992-01-15,1992
5212600,Mairipotaba,2,1992-01-15,1992
5202809,Avelinópolis,0,1992-01-15,1992
5210307,Israelândia,1,1992-01-15,1992
5215231,Novo Gama,0,1992-01-15,1992
5203104,Baliza,0,1992-01-15,1992
5221304,Três Ranchos,0,1992-01-15,1992
5203203,Barro Alto,1,1992-01-15,1992
5217708,Pontalina,4,1992-01-15,1992
5213103,Mineiros,10,1992-01-15,1992
5216908,Pilar de Goiás,0,1992-01-15,1992
5203302,Bela Vista de Goiás,5,1992-01-15,1992
5203401,Bom Jardim de Goiás,2,1992-01-15,1992
5211503,Itumbiara,24,1992-01-15,1992
5203500,Bom Jesus de Goiás,2,1992-01-15,1992
5221601,Uruaçu,3,1992-01-15,1992
5216403,Paraúna,5,1992-01-15,1992
5203559,Bonfinópolis,1,1992-01-15,1992
5203575,Bonópolis,0,1992-01-15,1992
5220157,São Luíz do Norte,1,1992-01-15,1992
5203609,Brazabrantes,0,1992-01-15,1992
5218391,Professor Jamil,0,1992-01-15,1992
5203807,Britânia,1,1992-01-15,1992
5220702,Sítio d'Abadia,1,1992-01-15,1992
5220504,Serranópolis,4,1992-01-15,1992
5214101,Mutunópolis,1,1992-01-15,1992
5212501,Luziânia,58,1992-01-15,1992
5203906,Buriti Alegre,2,1992-01-15,1992
5204003,Cabeceiras,4,1992-01-15,1992
5221197,Terezópolis de Goiás,0,1992-01-15,1992
5204102,Cachoeira Alta,2,1992-01-15,1992
5219704,Santa Terezinha de Goiás,7,1992-01-15,1992
5219712,Santo Antônio da Barra,0,1992-01-15,1992
5204201,Cachoeira de Goiás,0,1992-01-15,1992
5213400,Moiporá,0,1992-01-15,1992
5204250,Cachoeira Dourada,0,1992-01-15,1992
5204300,Caçu,3,1992-01-15,1992
5204409,Caiapônia,2,1992-01-15,1992
5221551,Turvelândia,0,1992-01-15,1992
5219456,Santa Rita do Novo Destino,0,1992-01-15,1992
5219100,Santa Bárbara de Goiás,1,1992-01-15,1992
5214705,Nova América,0,1992-01-15,1992
5204508,Caldas Novas,2,1992-01-15,1992
5215405,Ouro Verde de Goiás,0,1992-01-15,1992
5204557,Caldazinha,0,1992-01-15,1992
5217203,Piranhas,1,1992-01-15,1992
5221908,Varjão,1,1992-01-15,1992
5213707,Montes Claros de Goiás,3,1992-01-15,1992
5214879,Nova Iguaçu de Goiás,0,1992-01-15,1992
5212055,Jesúpolis,0,1992-01-15,1992
5204607,Campestre de Goiás,0,1992-01-15,1992
5210406,Itaberaí,4,1992-01-15,1992
5212907,Marzagão,0,1992-01-15,1992
5214051,Mundo Novo,1,1992-01-15,1992
5222302,Vila Propício,0,1992-01-15,1992
5204656,Campinaçu,0,1992-01-15,1992
5215504,Ouvidor,1,1992-01-15,1992
5210406,Itaberaí,3,1993-01-15,1993
5219605,Santa Tereza de Goiás,0,1993-01-15,1993
5215801,Palmelo,0,1993-01-15,1993
5219209,Santa Cruz de Goiás,0,1993-01-15,1993
5221080,Teresina de Goiás,0,1993-01-15,1993
5212303,Leopoldo de Bulhões,0,1993-01-15,1993
5214903,Nova Roma,0,1993-01-15,1993
5217609,Planaltina,12,1993-01-15,1993
5215405,Ouro Verde de Goiás,1,1993-01-15,1993
5220157,São Luíz do Norte,0,1993-01-15,1993
5220058,São João da Paraúna,0,1993-01-15,1993
5218391,Professor Jamil,0,1993-01-15,1993
5221577,Uirapuru,0,1993-01-15,1993
5218102,Portelândia,0,1993-01-15,1993
5219407,Santa Rita do Araguaia,1,1993-01-15,1993
5214879,Nova Iguaçu de Goiás,0,1993-01-15,1993
5219753,Santo Antônio do Descoberto,14,1993-01-15,1993
5214002,Mozarlândia,3,1993-01-15,1993
5213400,Moiporá,0,1993-01-15,1993
5210562,Itaguari,0,1993-01-15,1993
5219258,Santa Fé de Goiás,0,1993-01-15,1993
5218805,Rio Verde,14,1993-01-15,1993
5221601,Uruaçu,6,1993-01-15,1993
5217302,Pirenópolis,7,1993-01-15,1993
5221007,Taquaral de Goiás,1,1993-01-15,1993
5215900,Palminópolis,0,1993-01-15,1993
5212253,Lagoa Santa,0,1993-01-15,1993
5214838,Nova Crixás,4,1993-01-15,1993
5215306,Orizona,0,1993-01-15,1993
5213004,Maurilândia,2,1993-01-15,1993
5211404,Itauçu,0,1993-01-15,1993
5213905,Mossâmedes,0,1993-01-15,1993
5216007,Panamá,0,1993-01-15,1993
5221700,Uruana,2,1993-01-15,1993
5210604,Itaguaru,1,1993-01-15,1993
5220702,Sítio d'Abadia,0,1993-01-15,1993
5219704,Santa Terezinha de Goiás,1,1993-01-15,1993
5213509,Monte Alegre de Goiás,2,1993-01-15,1993
5216908,Pilar de Goiás,0,1993-01-15,1993
5220264,São Miguel do Passa Quatro,0,1993-01-15,1993
5212204,Jussara,4,1993-01-15,1993
5213855,Morro Agudo de Goiás,0,1993-01-15,1993
5221809,Urutaí,0,1993-01-15,1993
5215256,Novo Planalto,0,1993-01-15,1993
5217708,Pontalina,1,1993-01-15,1993
5219357,Santa Isabel,0,1993-01-15,1993
5212808,Mara Rosa,2,1993-01-15,1993
5220686,Simolândia,0,1993-01-15,1993
5210802,Itajá,1,1993-01-15,1993
5216304,Paranaiguara,0,1993-01-15,1993
5222203,Vila Boa,0,1993-01-15,1993
5200050,Abadia de Goiás,0,1993-01-15,1993
5200100,Abadiânia,1,1993-01-15,1993
5200134,Acreúna,1,1993-01-15,1993
5212105,Joviânia,2,1993-01-15,1993
5200159,Adelândia,0,1993-01-15,1993
5200175,Água Fria de Goiás,1,1993-01-15,1993
5218508,Quirinópolis,7,1993-01-15,1993
5200209,Água Limpa,0,1993-01-15,1993
5210901,Itapaci,0,1993-01-15,1993
5218052,Porteirão,0,1993-01-15,1993
5200258,Águas Lindas de Goiás,0,1993-01-15,1993
5211701,Jandaia,0,1993-01-15,1993
5200308,Alexânia,0,1993-01-15,1993
5200506,Aloândia,0,1993-01-15,1993
5200555,Alto Horizonte,0,1993-01-15,1993
5221858,Valparaíso de Goiás,0,1993-01-15,1993
5200605,Alto Paraíso de Goiás,2,1993-01-15,1993
5218789,Rio Quente,0,1993-01-15,1993
5200803,Alvorada do Norte,0,1993-01-15,1993
5200829,Amaralina,0,1993-01-15,1993
5200852,Americano do Brasil,0,1993-01-15,1993
5200902,Amorinópolis,0,1993-01-15,1993
5201108,Anápolis,49,1993-01-15,1993
5213806,Morrinhos,3,1993-01-15,1993
5201207,Anhanguera,0,1993-01-15,1993
5201306,Anicuns,1,1993-01-15,1993
5220603,Silvânia,1,1993-01-15,1993
5201405,Aparecida de Goiânia,44,1993-01-15,1993
5201454,Aparecida do Rio Doce,0,1993-01-15,1993
5201504,Aporé,2,1993-01-15,1993
5201603,Araçu,1,1993-01-15,1993
5201702,Aragarças,1,1993-01-15,1993
5201801,Aragoiânia,0,1993-01-15,1993
5202155,Araguapaz,2,1993-01-15,1993
5212055,Jesúpolis,0,1993-01-15,1993
5202353,Arenópolis,1,1993-01-15,1993
5215231,Novo Gama,0,1993-01-15,1993
5202502,Aruanã,2,1993-01-15,1993
5202601,Aurilândia,2,1993-01-15,1993
5202809,Avelinópolis,0,1993-01-15,1993
5203104,Baliza,1,1993-01-15,1993
5203203,Barro Alto,1,1993-01-15,1993
5203302,Bela Vista de Goiás,1,1993-01-15,1993
5213103,Mineiros,5,1993-01-15,1993
5203401,Bom Jardim de Goiás,1,1993-01-15,1993
5203500,Bom Jesus de Goiás,3,1993-01-15,1993
5203559,Bonfinópolis,0,1993-01-15,1993
5216403,Paraúna,1,1993-01-15,1993
5203575,Bonópolis,0,1993-01-15,1993
5220504,Serranópolis,1,1993-01-15,1993
5203609,Brazabrantes,1,1993-01-15,1993
5203807,Britânia,1,1993-01-15,1993
5203906,Buriti Alegre,0,1993-01-15,1993
5204003,Cabeceiras,2,1993-01-15,1993
5204102,Cachoeira Alta,0,1993-01-15,1993
5204201,Cachoeira de Goiás,0,1993-01-15,1993
5204250,Cachoeira Dourada,3,1993-01-15,1993
5204300,Caçu,3,1993-01-15,1993
5204409,Caiapônia,2,1993-01-15,1993
5219712,Santo Antônio da Barra,0,1993-01-15,1993
5215009,Nova Veneza,1,1993-01-15,1993
5204508,Caldas Novas,6,1993-01-15,1993
5204557,Caldazinha,0,1993-01-15,1993
5218904,Rubiataba,0,1993-01-15,1993
5204607,Campestre de Goiás,1,1993-01-15,1993
5221908,Varjão,1,1993-01-15,1993
5204656,Campinaçu,0,1993-01-15,1993
5204706,Campinorte,0,1993-01-15,1993
5214804,Nova Aurora,0,1993-01-15,1993
5204805,Campo Alegre de Goiás,0,1993-01-15,1993
5204854,Campo Limpo de Goiás,0,1993-01-15,1993
5204904,Campos Belos,2,1993-01-15,1993
5211008,Itapirapuã,2,1993-01-15,1993
5204953,Campos Verdes,1,1993-01-15,1993
5205000,Carmo do Rio Verde,0,1993-01-15,1993
5219100,Santa Bárbara de Goiás,1,1993-01-15,1993
5205059,Castelândia,0,1993-01-15,1993
5205109,Catalão,13,1993-01-15,1993
5213772,Montividiu do Norte,0,1993-01-15,1993
5205208,Caturaí,0,1993-01-15,1993
5205307,Cavalcante,1,1993-01-15,1993
5213053,Mimoso de Goiás,0,1993-01-15,1993
5205406,Ceres,4,1993-01-15,1993
5205455,Cezarina,1,1993-01-15,1993
5205471,Chapadão do Céu,0,1993-01-15,1993
5205497,Cidade Ocidental,0,1993-01-15,1993
5205513,Cocalzinho de Goiás,1,1993-01-15,1993
5205521,Colinas do Sul,1,1993-01-15,1993
5220108,São Luís de Montes Belos,2,1993-01-15,1993
5205703,Córrego do Ouro,0,1993-01-15,1993
5218607,Rialma,1,1993-01-15,1993
5205802,Corumbá de Goiás,6,1993-01-15,1993
5205901,Corumbaíba,0,1993-01-15,1993
5212006,Jaupaci,0,1993-01-15,1993
5206206,Cristalina,3,1993-01-15,1993
5206305,Cristianópolis,1,1993-01-15,1993
5206404,Crixás,6,1993-01-15,1993
5206503,Cromínia,0,1993-01-15,1993
5214861,Nova Glória,0,1993-01-15,1993
5219308,Santa Helena de Goiás,6,1993-01-15,1993
5206602,Cumari,0,1993-01-15,1993
5220454,Senador Canedo,8,1993-01-15,1993
5206701,Damianópolis,1,1993-01-15,1993
5206800,Damolândia,0,1993-01-15,1993
5206909,Davinópolis,0,1993-01-15,1993
5207105,Diorama,0,1993-01-15,1993
5215207,Novo Brasil,1,1993-01-15,1993
5213756,Montividiu,1,1993-01-15,1993
5207253,Doverlândia,2,1993-01-15,1993
5207352,Edealina,2,1993-01-15,1993
